Key,Url
39H39U44,https://brill.com/downloadpdf/display/book/edcoll/9789401200950/B9789401200950-s010.pdf
39W6IXNJ,https://journals.sagepub.com/doi/abs/10.1177/20563051231196878
3AFU5PZE,http://link.springer.com/10.1007/978-3-319-72917-6_8
3BLCPEBN,https://journals.sagepub.com/doi/10.1177/1461444820959016
3C8H6TJT,https://dl.acm.org/doi/10.1145/2818048.2819963
3CEG26LU,http://www.riviste.morlacchilibri.com/index.php/quaderniditeoriasociale/article/view/477
3D9XVND7,https://journals.co.za/doi/pdf/10.10520/AJA03768902_280
3DBZLP2N,https://revista.profesionaldelainformacion.com/index.php/EPI/article/view/epi.2014.ene.06
3DK2CSUQ,https://upcommons.upc.edu/bitstreams/62a7dea0-07a9-4141-83ef-3a3db79ce575/download
3ED68AN5,https://books.google.com/books?hl=en&lr=&id=bunHURgi7FcC&oi=fnd&pg=PR7&dq=censorship&ots=bxtfXmZ3Y2&sig=Yz28NpunXjv448b_j9Wim-qjYmI
3ELRX59M,https://onlinelibrary.wiley.com/doi/abs/10.1111/japp.70024
3EVRUT8D,https://eprints.qut.edu.au/232240
3FE4CTL6,https://www.journals.uchicago.edu/doi/abs/10.1086/688189
3FIH2RFC,https://ojs.revistadcs.com/index.php/revista/article/view/5167
3FUMIYQ2,https://revista.cortesgenerales.es/rcg/article/view/1614
3FY58IG5,https://revistadigital.uce.edu.ec/index.php/CAP/article/view/2497
3GEWDB45,https://arxiv.org/abs/2306.06135
3H59ZXD6,https://books.google.com/books?hl=en&lr=&id=xsSTAwAAQBAJ&oi=fnd&pg=PT2&dq=censura&ots=Ckj7B9DJUk&sig=uZwsy22oZRALoBQrK12iZqlaRgs
3HR2PS4A,https://www.taylorfrancis.com/books/9781134087549/chapters/10.4324/9780203962541-30
3I97TVTL,https://dl.acm.org/doi/abs/10.1145/3579631
3IDNTAAK,https://thesis.unipd.it/handle/20.500.12608/29556
3JXQZY6V,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/cjil24&section=8
3KBUP5JL,https://dialnet.unirioja.es/descarga/articulo/3647565.pdf
3KC3THYQ,https://journals.sagepub.com/doi/10.3233/ISU-2004-24401
3LLDCV3I,https://shs.cairn.info/article/PARTI_029_0239?tab=texte-integral
3MUDS9TH,https://dspace.mackenzie.br/items/4e632441-456c-47d1-9cfc-aa77cb70e9f5
3N758KVW,https://ojs.aaai.org/index.php/ICWSM/article/view/19291
3N94Z34S,https://periodicos.fgv.br/rda/article/download/41650/40826
3PBM5254,https://books.google.com/books?hl=en&lr=&id=xYy5DwAAQBAJ&oi=fnd&pg=PA137&dq=moderation+censorship&ots=YYB09o9NSf&sig=A165Fdwn_HhWLhXrpdbVCRIgHO0
3QBPEQ56,http://www.gilmarmendes.com.br/wp-content/uploads/2025/02/ConJur-Liberdade-de-expressao-redes-sociais-e-democracia-dois-paradigmas-de-regulacao.pdf
3QLGMPGK,https://books.google.com/books?hl=en&lr=&id=WtgUDAAAQBAJ&oi=fnd&pg=PR7&dq=censorship&ots=E2H2Sp9BrZ&sig=18DpwNLAAmLZTJCSRQucDmCFwhI
3RDK3TFS,https://onlinelibrary.wiley.com/doi/abs/10.1002/poi3.425
3SXIFCMC,https://www.cambridge.org/core/product/identifier/S000305542300134X/type/journal_article
3TYHLKH2,https://shs.cairn.info/article/MOUV_112_0147?tab=resume
3U29JJ8N,https://onlinelibrary.wiley.com/doi/abs/10.1002/poi3.70006
3UW2DZ8K,https://dl.acm.org/doi/10.1145/3134697
3V4SR9XM,https://addi.ehu.es/handle/10810/69586
3V7EAS9T,"https://usv.ro/fisiere_utilizator/file/atelierdetraduction/arhive/AT/AT%20NUMEROS/AT%2017/17_167-170_Anca%20Procopiuc%20Andrei%20(Roumanie),%20Censure%20et%20traduction_Michel%20Ballard%20(coord.).pdf"
3V8AHILB,https://www.ajk.elte.hu/dstore/document/4584/annales_2023_december_249.pdf
3W5G57ZL,https://link.springer.com/10.1007/s41111-018-0091-5
3W8ZQPJW,https://journals.sagepub.com/doi/10.1177/0090591704268372
3WX4A54D,https://abradep.org/wp-content/uploads/2022/06/Direitos-Politicos-Liberdade-de-Expressao-e-Discurso-de-Odio-volume-V.pdf#page=125
3XEIEFZN,https://periodicos.pucminas.br/virtuajus/article/download/34161/22552
3ZDC2YH9,https://journalqd.org/article/view/3424
3ZSU4DMK,http://arxiv.org/abs/2202.06393
4287SBRU,https://repositorio.ufmg.br/items/622706ba-4a88-4841-b0cd-9afee60c4edf
42QBFHEK,http://www.tandfonline.com/doi/full/10.1080/17524032.2014.981560
43R92NL5,https://repositorio.ufrn.br/bitstreams/f8e40b20-41d9-4890-9f4f-2217def18f9f/download
43XAZWD6,http://www.hcjournal.org/index.php/jhc/article/view/83
44KFVDAD,https://www.jstor.org/stable/27273894
45D4BV86,https://thesis.unipd.it/handle/20.500.12608/33978
45LFMMUQ,https://misq.umn.edu/misq/article-pdf/50/1/211/19913/08_ra_10.25300_misq_2025_18108.pdf
46HDDPZE,http://journals.sagepub.com/doi/10.1177/2053951720920686
46IYXG2U,https://www.jstor.org/stable/3824123?origin=crossref
47D2VW9U,https://www.ojs.direitocivilcontemporaneo.com/index.php/rdcc/article/view/1107
49IZC9UF,https://revistas.usp.br/linhadagua/pt_BR/issue/download/13807/3177#page=69
49LQKE8F,https://shs.cairn.info/article/ESPRI_2111_0075?tab=texte-integral
4AKMQE75,https://brill.com/downloadpdf/edcollchap/book/9789004655331/B9789004655331_s004.pdf
4BSAJT3U,https://arxiv.org/abs/2602.05189
4BYPCZWH,https://www.scielo.br/j/rinc/a/hTJTLHGX5x5K4L7CxhvKmnb/abstract/?lang=pt
4CBQTIQM,https://encontro.redegovernanca.net.br/encontro-anual/article/view/212
4CZU94DS,https://repositorio.ufu.br/handle/123456789/43716
4D6U6XX6,https://onlinelibrary.wiley.com/doi/10.1002/asi.20857
4DQCZDFT,https://journals.sagepub.com/doi/10.1177/1043986209350437
4DRJS84J,https://www.tsjournal.org/index.php/jots/article/view/171
4EEYHPJR,https://bbf.enssib.fr/critiques/de-la-censure_66226
4EYJZTG2,https://revistas.unifacs.br/index.php/redu/article/view/10006
4F8HHZ5J,https://ri.ufs.br/handle/riufs/22194
4FBMI9MU,http://id.erudit.org/iderudit/1013948ar
4FYNHWFS,https://www.ceeol.com/search/chapter-detail?id=1023728
4G72QRZX,http://www.tandfonline.com/doi/abs/10.1080/00043249.1991.10791478
4HW2MF6X,https://arodes.hes-so.ch/record/17194
4J3ZXJNH,https://hal.science/hal-04876776/
4J6LLXQS,https://books.google.com/books?hl=en&lr=&id=mWuEEAAAQBAJ&oi=fnd&pg=PT39&dq=modera%C3%A7%C3%A3o+de+conte%C3%BAdo&ots=I_woBA-lt5&sig=ePQvofAX4f3jxV8HB-NP9GYQpVk
4JJT6UQK,https://www.ceeol.com/search/article-detail?id=967327
4JVQY6R8,https://journals.openedition.org/ctd/6049
4KHJ5GJP,https://thinkepi.scimagoepi.com/index.php/ThinkEPI/article/view/31993
4KN6KAFN,https://dl.acm.org/doi/10.1145/3579530
4KWF2Y8E,https://link.springer.com/chapter/10.1007/978-3-642-24704-0_21
4L7KEJ8T,https://dl.acm.org/doi/abs/10.1145/2702123.2702191
4LMAGFC7,https://books.google.com/books?hl=en&lr=&id=VC4hEAAAQBAJ&oi=fnd&pg=PA11&dq=modera%C3%A7%C3%A3o+censura&ots=0FXDiy3imK&sig=fGtEKJIyCUnwNXrwROrOOksMzDY
4LR7SW45,https://run.unl.pt/bitstreams/12df4beb-25b8-48e3-8f40-c8f307689414/download
4NLURQFB,https://dl.acm.org/doi/10.1145/3415173
4NS48YUY,http://doi.fil.bg.ac.rs/volume.php?pt=journals&issue=kkonline-2025-16-16&i=17
4P4YEBVI,https://online-journal.unja.ac.id/ijielc/article/view/30768
4PF9ZH4F,https://ieeexplore.ieee.org/document/8808038/
4PGMFIHH,https://onlinelibrary.wiley.com/doi/10.1111/1467-8497.00324
4Q3BBERG,http://services.igi-global.com/resolvedoi/resolve.aspx?doi=10.4018/978-1-60566-026-4.ch428
4QVR4SKB,https://www.persee.fr/doc/etnor_0014-2158_2015_num_64_2_3790
4QZ8KA9C,https://stm.cairn.info/revue-enjeux-numeriques-2022-4-page-77?tab=texte-integral
4RLEWL69,https://bdtd.ibict.br/vufind/Record/UFG-2_6035da7b62d80b7c23fac1cfcd741673
4S9VMEXT,https://books.google.com/books?hl=en&lr=&id=Ed0mDAAAQBAJ&oi=fnd&pg=PP1&dq=censorship&ots=4rf23fglDb&sig=K6RWI85oiPNrwSRtVw_35wVL36g
4SL7ZCJ9,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2993485
4SSR7EHL,https://www.cairn.info/revue-etudes-2020-5-page-91.htm?ref=doi
4TI4I8X3,https://journals.sagepub.com/doi/10.1177/1470412914546576
4TWWYGZG,https://academic.oup.com/hrlr/article/20/4/607/6023108
4V9PWL42,https://www.bmartin.cc/pubs/01cescience.html
4VXSDI7V,http://www.jstor.org/stable/41388404
4WG2TDT9,https://journals.sagepub.com/doi/10.1111/j.1467-856x.2006.00247.x
4WPCJHZ7,https://journals.sagepub.com/doi/10.1177/2053168019856449
4Y62HVAN,https://revistageo.com.br/revista/article/view/1132
4YLYL9YH,https://shs.hal.science/halshs-03381546/
4YMQ2QJ3,https://shs.hal.science/halshs-04836187/
527FDQXI,http://rep.ucpress.edu/cgi/doi/10.1525/rep.1995.49.1.99p0261p
52NBY2I4,http://www.tandfonline.com/doi/abs/10.1080/136455700294905
55TKZ5FJ,https://journals.sagepub.com/doi/abs/10.1177/0162243920978303
55WITGFA,https://ojs.labcom-ifp.ubi.pt/rhetorike/article/view/1305
56I9LG74,https://arxiv.org/abs/1411.0225
576V5GJY,https://www.scielo.br/j/op/a/LG8BkH3qCYTyZx4XkyCJtfL/?lang=pt
5AL3GQFU,https://journals.ala.org/rusq/article/view/3458
5AXKP7VS,https://academic.oup.com/ijpor/article-lookup/doi/10.1093/ijpor/8.2.163
5B3VWYEK,https://journals.sagepub.com/doi/abs/10.1177/14614448241228850
5BT2HLI4,https://dl.acm.org/doi/abs/10.1145/3710950
5D4AG2WQ,https://books.google.com/books?hl=en&lr=&id=FYKpAQAAQBAJ&oi=fnd&pg=PA239&dq=censorship&ots=oBjLylJyIg&sig=6Xd67sIlNwyYwUywNdL7c280Z6M
5DKVA67J,https://tede2.pucrs.br/tede2/handle/tede/11640
5EGW7CYC,https://revistaeletronicaoabrj.emnuvens.com.br/revista/article/view/406
5F4Q3X4W,https://elfunambul.wordpress.com/wp-content/uploads/2021/05/censura-autocensura-danilo-kis.pdf
5FH5RVF3,https://books.google.com/books?hl=en&lr=&id=2Qi2DwAAQBAJ&oi=fnd&pg=PA38&dq=il+censore&ots=gWS_4P-MSm&sig=RNxdMIv8RN_QkhOIdXuD3QbaAjw
5FJBKK2C,https://relink2.eu/wp-content/uploads/Algorithmic-Censorship-FV.pdf
5FSVRYMV,https://www.torrossa.com/gs/resourceProxy?an=2505816&publisher=FR1090
5GRFXWN3,https://dl.acm.org/doi/abs/10.1145/3772318.3791363
5I7VHXFF,https://www.academia.edu/download/8020414/2743-8447-1-PB.pdf
5K2LTRVZ,https://shs.cairn.info/article/DEC_ROBER_2020_01_0101/pdf
5K5ZEU4D,https://www.nomos-elibrary.de/document/download/pdf/uuid/d568bd95-29e0-3bff-9cd9-697e54a16372#page=323
5K72YLX2,https://periodicos.pucminas.br/DireitoSerro/article/view/34029
5KEF6XXX,https://repository.cips-indonesia.org/publications/347642/impact-of-indonesias-content-moderation-regulation-on-freedom-of-expression
5L35GTH4,https://revistes.ua.es/dissoc/article/view/28453
5LV36IEK,https://link.springer.com/chapter/10.1007/978-3-031-68134-9_4
5P5M9U7Y,https://www.cambridge.org/core/journals/journal-of-east-asian-studies/article/dilemma-of-criticism-disentangling-thedeterminants-of-media-censorship-inchina/033F58546D286E1302BE2AAAD6CFC090
5R6GXR5B,https://journals.sagepub.com/doi/10.1177/1461444818821316
5SDN4JL4,https://www.periodicos.unc.br/index.php/acaddir/article/view/5037
5SLDPZH9,https://books.google.com/books?hl=en&lr=&id=BQEZBwAAQBAJ&oi=fnd&pg=PR5&dq=censorship&ots=zM6sgEP5kP&sig=mBvCRrjALbTBMnkVON5kLrCjcVE
5T8I5KV3,https://dl.acm.org/doi/10.1145/1315245.1315290
5TXDBHPY,https://run.unl.pt/entities/publication/29a0e4f9-7905-452a-93fc-84a2097b9c46
5USIZT65,https://books.google.com/books?hl=en&lr=&id=n_80EAAAQBAJ&oi=fnd&pg=PP1&dq=censorship&ots=G54tADKMwr&sig=oJEzG9FN0imh6HVD-bm6XH9bDjk
5UWE5PUX,https://inria.hal.science/hal-04390365/
5WRXK3KS,https://www.ceeol.com/search/article-detail?id=1298676
5XS75T48,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/pra2.493
5YJ9F8Z6,https://iris.unito.it/handle/2318/2128270
5YWA2IXA,https://dl.acm.org/doi/10.1145/3610080
5ZPP3598,https://www.academia.edu/download/108080855/commun-2014-002220231130-1-uw6pm6.pdf
62J7R7J3,https://thesis.unipd.it/handle/20.500.12608/55683
62KQZQQ3,http://www.tandfonline.com/doi/abs/10.1080/13556509.2000.10799056
62TIL9HH,https://www.tandfonline.com/doi/full/10.1080/01900692.2015.1072218
63HH6YBV,https://search.proquest.com/openview/ec364556067761ed1d4f0d58cd820c4f/1?pq-origsite=gscholar&cbl=2026366&diss=y
63QDNDIL,https://books.google.com/books?hl=en&lr=&id=4K5TEAAAQBAJ&oi=fnd&pg=PT7&dq=modera%C3%A7%C3%A3o+censura&ots=KUFCInZq_N&sig=HOJlGhNIBD8cfzH5LjEdG-rbYmw
63SZ9Z7S,https://revistas.usp.br/alterjor/article/view/227067
647Z9MTN,https://dl.acm.org/doi/10.1145/3290605.3300390
65QZQYSJ,https://dialnet.unirioja.es/servlet/articulo?codigo=10322679
664BHE3Y,https://books.google.com/books?hl=en&lr=&id=fmtMEQAAQBAJ&oi=fnd&pg=PT4&dq=moderazione+di+conflitti&ots=omzlYRWA5V&sig=_SifNzJiyD9E5RZmhGvgiJNoH8E
66ESACNG,https://books.google.com/books?hl=en&lr=&id=i9ZZEQAAQBAJ&oi=fnd&pg=PA1&dq=content+moderation&ots=SRGoVX36ZK&sig=qgtXnZ1ULPCyapvox-OWnMBZZNc
66HN8BGK,https://www.jstor.org/stable/307909?origin=crossref
66I62YB2,https://shs.cairn.info/article/APDEM_066_0034
67QPB46S,https://ojs.uclouvain.be/index.php/comprof/article/view/463
69THGPCF,https://www.nomos-elibrary.de/10.5771/2192-4007-2018-4-525.pdf
6A9PF89M,https://dl.acm.org/doi/10.1145/3677109
6CUJ4VGX,https://papers.ssrn.com/abstract=3186205
6CUQTQAG,http://aclweb.org/anthology/W18-5108
6D9KVHGX,http://www.scielo.org.co/scielo.php?pid=S0122-82852018000300740&script=sci_arttext
6FEFXCVH,http://www.revistajrg.com/index.php/jrg/article/view/1729
6FNTWDW3,https://revista.uclm.es/index.php/cesco/article/view/3103
6FUD8GIK,https://revistas.pucsp.br/DDEM/article/view/65282
6FWHBCVY,https://periodicos.uninove.br/prisma/article/view/20573
6FYHSI29,https://letraslibres.com/wp-content/uploads/2018/01/Dosier-carroto-esp.pdf
6GCAMUCZ,https://dl.acm.org/doi/abs/10.1145/3715275.3732184
6IXDUQJP,https://ojs.aaai.org/index.php/ICWSM/article/view/18110
6JVMSW36,https://doi.org/10.4453/rifp.2020.0021
6KAM2JAX,https://www.rivisteweb.it/doi/10.1425/28363
6KHMD4X6,https://muse.jhu.edu/article/740454
6LDWPP6L,https://personales.upv.es/prosso/resources/RossoTFG.pdf
6LP5PYGF,https://wac.colostate.edu/books/landmarks/moffett/storm/
6LQHN5V3,https://arxiv.org/abs/2505.11160
6RVSH7Y9,https://www.torrossa.com/gs/resourceProxy?an=5547668&publisher=FZ0661#page=234
6TM9BU76,https://www.cambridge.org/core/product/identifier/S0395264900043110/type/journal_article
6TSBRUFE,https://dl.acm.org/doi/10.1145/2517840.2517856
6TUS8RFH,https://dl.acm.org/doi/10.1145/1978942.1979108
6TY5RRYH,http://www.jstor.org/stable/394128
6V8NZRSM,https://journals.sagepub.com/doi/abs/10.1177/0002764210381728
6W6BV9C3,https://eduvest.greenvest.co.id/index.php/edv/article/view/893
6WQK77NI,https://journals.sagepub.com/doi/10.1080/03064229708536220
6WZI9AIN,https://www.tandfonline.com/doi/abs/10.1080/00028533.2002.11821570
6X7RN4ZU,https://thesis.unipd.it/handle/20.500.12608/62523
6XHE3TT2,https://vtechworks.lib.vt.edu/items/c48d7df4-a3a5-4d96-b75f-86be4d69459c
6XQVV6W6,http://www.intercom.org.br/papers/regionais/centrooeste2010/resumos/R21-0338-1.pdf
6Y9XYNNZ,https://repositorio.pucgoias.edu.br/jspui/handle/123456789/7193
6YA5PJUF,https://conteudojuridico.com.br/consulta/artigo/69913/a-responsabilidade-civil-nas-redes-sociais-limites-da-liberdade-de-expresso-moderao-de-contedo-e-corresponsabilidade-das-plataformas-digitais
6YV4PPR4,https://www.redalyc.org/pdf/5235/523552850002.pdf
6Z6SAERL,https://shs.cairn.info/article/EPAS_FERNA_2023_01_0875
6ZFN2P8I,https://brill.com/downloadpdf/display/title/28697.pdf
6ZXYYZF8,https://eric.ed.gov/?id=ED040213
722QWI2C,https://ieeexplore.ieee.org/abstract/document/8399257/
73QYPID3,http://arxiv.org/abs/2409.13725
74DF2QY5,http://arxiv.org/abs/2302.05915
74Q4YRX8,https://dl.acm.org/doi/10.1145/3359252
752NS5LF,https://monografias.ufma.br/jspui/handle/123456789/7396
75PL92U8,https://repositorio.ufu.br/handle/123456789/45249
763SBVLQ,https://www.tsjournal.org/index.php/jots/article/view/148
76PMWV5X,https://irisbh.com.br/wp-content/uploads/2022/02/Olhando-de-fora-para-dentro-Abordagens-para-a-moderacao-de-conteudo-em-Sistemas-com-Criptografia-de-Ponta-a-Ponta.pdf
7782JJGQ,http://link.springer.com/10.1007/s11366-020-09660-0
77AU33RK,https://books.google.com/books?hl=en&lr=&id=l9tFEQAAQBAJ&oi=fnd&pg=PA1&dq=mod%C3%A9ration+de+conflits&ots=Dote7ilbAg&sig=2jDvx6XAzVr4BwyFdWjozjO4JI4
7829QLI4,https://www.cambridge.org/core/product/identifier/S0305741016001454/type/journal_article
78B86728,https://iiscientific.com/ojs/index.php/iis/article/view/1439
78FAGHWE,https://repositorio.ufc.br/handle/riufc/20186
797N479M,https://zdjp.si/wp-content/uploads/2015/08/poyhtari.pdf
79E6MQYQ,https://journals.sagepub.com/doi/abs/10.1177/20563051231186109
7B6JLCIB,https://dl.acm.org/doi/10.1145/3479554
7BRF7KDG,https://www.jstor.org/stable/3824670?origin=crossref
7BVWJFBF,https://zenodo.org/doi/10.5281/zenodo.15249275
7C74LIAX,http://www.tandfonline.com/doi/full/10.1080/15205436.2014.893362
7CIQR32H,https://search.proquest.com/openview/c70d64202503b0c18755aff65d09cd02/1?pq-origsite=gscholar&cbl=5001981
7CV2DMDT,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/glj106&section=39
7DXQ5CYF,http://link.springer.com/10.1007/978-3-642-19260-9_14
7EJLF9ZF,https://remunom.ojsbr.com/multidisciplinar/article/view/5464
7FH2P6CX,https://www.taylorfrancis.com/chapters/edit/10.4324/9781032705750-4/mob-censorship-online-harassment-us-journalists-times-digital-hate-populism-silvio-waisbord
7GHME7YW,http://link.springer.com/10.1007/978-3-319-72917-6_14
7H25LLBQ,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=14147483&AN=189834992&h=SkHjyrZb%2BQ8duokb3rXonSh18%2FX9RcDFZK6c1C8FSD0yFuPIj0MYeUs7L5OB7lwvYyWY2FDxt6OH5hH4yPqblQ%3D%3D&crl=c
7HF8RIQA,http://arxiv.org/abs/1803.03662
7IWAZA3D,http://arxiv.org/abs/2010.10397
7KBPJ9XE,https://i-lex.unibo.it/article/view/18870
7KW3IIFT,http://arxiv.org/abs/2504.06976
7KWVU54U,https://revistaconsinter.com/index.php/ojs/article/view/438
7KZP74SB,https://webthesis.biblio.polito.it/26616/
7L94EXW3,https://www.tandfonline.com/doi/full/10.1080/13600834.2016.1236428
7LG9JF9Z,https://shs.cairn.info/revue-historique-2020-3-page-213h?lang=fr&tab=texte-integral
7LUB4DRB,https://idus.us.es/bitstreams/ce00e77a-e524-4faf-8a89-72cd2c18948c/download#page=352
7MKBFD6V,https://journals.openedition.org/questionsdecommunication/461
7MTBTA2R,https://www.jstor.org/stable/472548?origin=crossref
7N36Z5YP,https://www.ssrn.com/abstract=3130860
7N6WTIVV,https://dl.acm.org/doi/10.1145/3359276
7PIH3FM2,http://link.springer.com/10.1007/s12119-020-09790-w
7PL2J4PK,https://journals.sagepub.com/doi/10.1177/1940161208326598
7PPKKKNT,https://shs.cairn.info/article/PUF_MOSCO_2011_01_0057
7Q72A8JW,https://dl.acm.org/doi/abs/10.1145/3610077
7QLA2VCR,https://scholar.archive.org/work/rvkhkylj6rfyhetocljqgw2w7i/access/wayback/https://publicaciones.sociales.uba.ar/index.php/avatares/article/download/6320/pdf
7R29ZPUY,https://www.cairn.info/revue-critique-internationale-2017-3-page-123.htm?ref=doi
7R9JD4X2,https://aclanthology.org/2020.alw-1.8
7TIWB7YG,https://www.dpceonline.it/index.php/dpceonline/article/view/2497
